2025-12-19 00:49:31.817111 ; Session        ; Debug       ; Session log loaded as 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\SessionLogs\tap 2025-12-19 00-49-31.txt'. [1.53 ms]
2025-12-19 00:49:32.926673 ; Package        ; Information ; Satisfying assembly reference to OpenTap.Plugins.BasicSteps by adding dependency on package OpenTAP
2025-12-19 00:49:32.926673 ; Package        ; Information ; Satisfying assembly reference to Newtonsoft.Json by adding dependency on package OpenTAP
2025-12-19 00:49:32.926673 ; Package        ; Information ; Satisfying assembly reference to System by adding dependency on package OpenTAP
2025-12-19 00:49:32.926673 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.28.2+504225fd
2025-12-19 00:49:32.930680 ; Package        ; Information ; 'KeysightGPT.dll' depends on 'Keysight.OpenTap.Wpf' version '9.17.5.0'. Adding dependency to package, it was not found in any other packages.
2025-12-19 00:49:32.934678 ; Package        ; Information ; 'KeysightGPT.dll' depends on 'Microsoft.Web.WebView2.Wpf' version '1.0.3405.78'. Adding dependency to package, it was not found in any other packages.
2025-12-19 00:49:32.935680 ; Package        ; Information ; 'KeysightGPT.dll' depends on 'Microsoft.Web.WebView2.Core' version '1.0.3405.78'. Adding dependency to package, it was not found in any other packages.
2025-12-19 00:49:32.951674 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Rachel\AppData\Local\Temp\35qkipyb.sn5'
2025-12-19 00:49:32.957678 ; Package        ; Debug       ; Updating version info for 'KeysightGPT.dll' [2.50 ms]
2025-12-19 00:49:32.959677 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-12-19 00:49:33.363843 ; Package        ; Information ; Updated assembly version info using Mono method. [408 ms]
2025-12-19 00:49:33.369847 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-12-19 00:49:33.372850 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.92 ms]
2025-12-19 00:49:33.436569 ; Package        ; Information ; Package action FileHashPackageAction completed [63.7 ms]
2025-12-19 00:49:33.436569 ; Package        ; Information ; Creating OpenTAP package.
2025-12-19 00:49:33.445779 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\AppData\Local\Temp\35qkipyb.sn5\Versioned\KeysightGPT.dll' [4.18 ms]
2025-12-19 00:49:33.558857 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Keysight.OpenTap.Wpf.dll' [112 ms]
2025-12-19 00:49:33.565859 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Microsoft.Web.WebView2.Wpf.dll' [7.32 ms]
2025-12-19 00:49:33.594157 ; Package        ; Debug       ; Compressed 'C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Microsoft.Web.WebView2.Core.dll' [28.0 ms]
2025-12-19 00:49:33.687042 ; Package        ; Debug       ; Verifying package integrity...
2025-12-19 00:49:33.739664 ; Package        ; Debug       ; Verified metadata integrity. [52.6 ms]
2025-12-19 00:49:33.750660 ; Package        ; Debug       ; Verified archive integrity. [63.9 ms]
2025-12-19 00:49:33.755663 ; PackageAction  ; Information ; OpenTAP plugin package 'KeysightGPT.0.1.0-alpha.TapPackage' containing 'KeysightGPT' successfully created.
2025-12-19 00:49:33.757663 ; PackageAction  ; Information ; Installed 'KeysightGPT' (C:\Users\Rachel\OneDrive\Documents\GitHub\AI-Driven-Test-Plan-Generator(1)\AI-Driven-Test-Plan-Generator\KeysightGPT\bin\Release\Packages\KeysightGPT\package.xml)
2025-12-19 00:49:33.757663 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.07 s]
